discounted_price,actual_price,discount_percentage,price_ratio,price_diff,discount_amount,is_heavy_discount,is_light_discount,price_volatility,price_category,discount_category,value_score,rating,rating_label
239.0,699.0,66.0,0.3419170243204089,460.0,460.0,1,0,0.6580829756794481,4,4,0.04884528918862985,4.4,1
349.0,999.0,65.0,0.3493493493493144,650.0,650.0,1,0,0.6506506506505855,4,4,0.03493493493493144,4.0,1
467.0,599.0,22.0,0.7796327212018731,132.0,132.0,0,0,0.22036727879795986,4,2,0.12993878686697885,4.4,1
449.0,599.0,25.0,0.749582637729424,150.0,150.0,0,0,0.25041736227040895,4,2,0.12493043962157067,4.0,1
11990.0,31990.0,63.0,0.3748046264457632,20000.0,20000.0,1,0,0.6251953735542338,5,4,0.0011715939684466357,4.2,1
350.0,599.0,42.0,0.5843071786309542,249.0,249.0,0,0,0.4156928213688788,4,3,0.0973845297718257,3.9,0
252.0,999.0,75.0,0.25225225225222697,747.0,747.0,1,0,0.7477477477476728,4,4,0.0252252252252227,3.7,0
204.0,599.0,66.0,0.34056761268775615,395.0,395.0,1,0,0.6594323873120769,4,4,0.056761268781292694,3.6,0
6490.0,9990.0,35.0,0.6496496496496431,3500.0,3500.0,0,0,0.35035035035034684,5,3,0.006502348610245652,4.0,1
235.0,599.0,61.0,0.39232053422364066,364.0,364.0,1,0,0.6076794657761924,4,4,0.06538675570394012,3.5,0
